TransactionID,Region,GeoZone,DeliveryDistance,DeliveryTime,ShippingMethod,LocalTaxRate,OrderValue,ProductCategory,CustomerID,WarehouseID,DeliveryStatus,DeliveryDate,OrderDate,DeliveryPartner,ShippingCost,HandlingFee,IsGift,GiftWrap,CustomerRegion
TXN006895,South,Suburban,8.87,10,Same Day,0.05,303.26,Clothing,CUST02937,WH003,Returned,2023-04-19,2022-03-02,UPS,47.67,15.22,True,True,North
TXN006896,West,Rural,42.91,8,Express,0.12,111.22,Electronics,CUST00815,WH034,Delivered,2022-12-05,2022-11-23,FedEx,48.74,13.39,False,False,West
TXN006897,Central,Urban,99.49,5,Same Day,0.12,553.29,Electronics,CUST01540,WH048,Returned,2023-10-25,2023-09-01,FedEx,44.79,11.22,True,True,East
TXN006898,West,Suburban,83.06,8,Same Day,0.15,528.23,Home,CUST00510,WH032,Delivered,2023-03-14,2023-10-27,Local,21.13,9.76,True,False,South
TXN006899,North,Urban,12.84,10,Same Day,0.08,313.29,Books,CUST02913,WH008,Delivered,2023-09-04,2022-01-20,UPS,34.8,5.24,False,False,North
TXN006900,Central,Suburban,2.67,6,Same Day,0.06,67.81,Books,CUST02453,WH029,Delayed,2022-12-13,2022-10-09,FedEx,48.34,15.47,False,True,West
TXN006901,South,Suburban,31.05,7,Same Day,0.08,216.44,Books,CUST00274,WH031,Delivered,2023-02-28,2022-01-18,Local,49.79,18.88,True,False,North
TXN006902,East,Rural,88.63,13,Express,0.07,159.45,Electronics,CUST00822,WH024,Delivered,2022-01-09,2023-03-05,UPS,28.62,11.08,False,False,South
TXN006903,Central,Suburban,6.43,4,Standard,0.06,943.13,Electronics,CUST02450,WH033,Delayed,2023-07-31,2023-12-30,Local,44.24,11.74,True,False,South
TXN006904,South,Suburban,25.76,11,Standard,0.08,359.0,Home,CUST00377,WH009,Delayed,2022-04-28,2022-09-25,Local,25.77,13.89,True,False,South
TXN006905,North,Rural,87.53,10,Standard,0.06,698.2,Electronics,CUST02978,WH045,Returned,2023-08-13,2022-05-22,DHL,31.15,17.61,False,False,South
TXN006906,East,Urban,50.33,13,Express,0.13,300.4,Electronics,CUST01897,WH008,Delayed,2023-08-21,2022-04-28,Local,8.98,10.49,True,False,South
TXN006907,West,Urban,12.67,13,Standard,0.07,860.29,Clothing,CUST02504,WH010,Returned,2022-05-20,2022-01-21,DHL,21.98,3.38,False,True,South
TXN006908,West,Suburban,49.58,2,Same Day,0.05,592.46,Electronics,CUST02276,WH015,Returned,2022-11-27,2023-11-24,UPS,46.9,14.24,False,True,South
TXN006909,West,Rural,22.81,7,Same Day,0.05,908.97,Electronics,CUST00634,WH043,Returned,2022-11-23,2022-09-05,Local,15.81,2.72,False,False,South
TXN006910,North,Urban,9.56,6,Standard,0.12,124.16,Books,CUST01531,WH022,Returned,2023-05-12,2022-11-06,DHL,36.44,12.47,False,False,South
TXN006911,Central,Urban,77.65,14,Standard,0.11,969.05,Electronics,CUST00493,WH033,Delivered,2023-10-27,2022-08-20,Local,14.0,19.0,False,False,East
TXN006912,West,Suburban,58.59,3,Standard,0.1,314.22,Electronics,CUST01698,WH005,Delivered,2022-02-06,2022-05-29,FedEx,7.69,7.94,True,False,West
TXN006913,North,Rural,98.93,5,Same Day,0.07,975.35,Clothing,CUST00763,WH019,Delivered,2022-08-26,2023-05-22,FedEx,33.8,17.19,False,False,East
TXN006914,West,Suburban,38.76,4,Same Day,0.13,158.89,Home,CUST00654,WH025,Delivered,2022-09-10,2023-01-13,FedEx,32.14,16.59,False,False,East
TXN006915,West,Suburban,50.2,11,Express,0.13,583.71,Home,CUST02968,WH023,Delayed,2023-12-20,2023-05-15,FedEx,26.14,17.65,True,True,South
TXN006916,West,Rural,15.52,2,Express,0.12,491.46,Clothing,CUST02818,WH050,Returned,2022-03-21,2023-02-01,UPS,23.08,7.28,False,False,South
TXN006917,East,Urban,83.12,1,Express,0.08,979.51,Clothing,CUST02933,WH039,Delivered,2023-04-12,2022-02-27,UPS,19.51,8.67,False,False,North
TXN006918,East,Urban,21.45,7,Same Day,0.12,947.84,Home,CUST02457,WH045,Delivered,2023-06-10,2023-03-30,FedEx,47.82,2.83,False,True,East
TXN006919,East,Rural,26.38,11,Same Day,0.06,493.9,Home,CUST02235,WH016,Delayed,2023-06-24,2022-01-09,Local,13.32,6.88,True,True,West
TXN006920,East,Suburban,90.2,13,Express,0.07,723.88,Clothing,CUST01119,WH038,Delivered,2023-02-14,2022-11-20,Local,39.27,17.59,False,True,South
TXN006921,East,Rural,72.16,3,Express,0.06,195.41,Clothing,CUST01886,WH039,Delayed,2022-12-20,2023-04-28,DHL,12.6,5.32,False,False,West
TXN006922,South,Urban,40.57,14,Express,0.06,338.47,Home,CUST01101,WH026,Returned,2023-12-04,2022-10-29,UPS,31.86,11.9,True,False,South
TXN006923,West,Rural,7.56,2,Express,0.15,918.12,Home,CUST02462,WH012,Delayed,2022-12-16,2023-08-21,UPS,25.9,5.47,False,False,South
TXN006924,South,Urban,45.21,13,Express,0.13,266.24,Clothing,CUST02191,WH023,Returned,2022-10-02,2022-09-12,UPS,46.27,5.2,True,False,East
TXN006925,North,Suburban,78.22,4,Express,0.09,98.81,Electronics,CUST01792,WH003,Delivered,2023-05-21,2022-04-29,DHL,30.57,14.12,True,True,South
TXN006926,East,Suburban,96.73,11,Same Day,0.12,166.16,Clothing,CUST02808,WH032,Delayed,2022-12-28,2022-05-09,UPS,33.45,3.87,False,True,North
TXN006927,North,Suburban,1.99,8,Express,0.1,389.41,Books,CUST01909,WH028,Delivered,2022-11-04,2022-07-31,Local,24.25,16.58,False,True,North
TXN006928,East,Urban,19.69,10,Same Day,0.07,125.31,Books,CUST00848,WH025,Delivered,2023-05-11,2022-10-07,FedEx,32.64,8.62,True,False,West
TXN006929,Central,Suburban,51.21,14,Same Day,0.11,48.1,Electronics,CUST02207,WH003,Delivered,2023-09-03,2022-12-20,UPS,11.38,19.46,False,True,East
TXN006930,West,Suburban,41.01,2,Standard,0.11,382.2,Clothing,CUST01392,WH031,Delayed,2022-03-14,2023-04-10,DHL,16.89,11.38,True,True,East
TXN006931,South,Rural,93.92,7,Standard,0.1,331.51,Home,CUST00927,WH041,Delivered,2022-05-01,2022-09-23,UPS,30.1,5.82,True,False,North
TXN006932,West,Urban,48.45,6,Same Day,0.13,448.73,Electronics,CUST02570,WH045,Delayed,2022-04-15,2023-05-17,FedEx,41.18,5.48,True,True,East
TXN006933,South,Urban,88.4,13,Same Day,0.07,718.96,Electronics,CUST01501,WH017,Returned,2022-06-29,2023-04-30,DHL,48.36,4.67,True,False,East
TXN006934,South,Suburban,75.36,12,Standard,0.13,425.35,Home,CUST01804,WH046,Delayed,2023-12-16,2022-09-06,DHL,11.12,11.9,True,False,East
TXN006935,East,Rural,31.64,11,Standard,0.05,55.76,Books,CUST00282,WH005,Delayed,2023-11-18,2023-12-04,UPS,22.03,12.16,True,False,West
TXN006936,North,Urban,27.59,10,Same Day,0.1,891.78,Clothing,CUST02274,WH013,Delayed,2022-11-21,2023-11-15,DHL,33.76,15.24,True,False,South
TXN006937,South,Rural,25.34,12,Same Day,0.12,164.2,Home,CUST00438,WH014,Delayed,2022-01-21,2023-04-19,FedEx,40.71,17.84,False,True,South
TXN006938,East,Suburban,82.32,4,Same Day,0.13,29.26,Home,CUST01621,WH024,Delayed,2023-03-09,2023-10-24,Local,8.54,12.3,False,False,East
TXN006939,East,Urban,4.45,13,Same Day,0.05,870.13,Clothing,CUST00506,WH006,Delayed,2022-10-11,2023-11-03,FedEx,40.19,3.24,True,True,South
TXN006940,South,Urban,15.43,7,Same Day,0.14,361.91,Electronics,CUST00070,WH019,Delivered,2022-05-21,2023-06-23,UPS,46.92,10.29,False,False,East
TXN006941,Central,Urban,25.43,10,Express,0.08,774.02,Clothing,CUST00424,WH016,Returned,2023-07-23,2023-07-25,Local,38.75,3.72,False,False,West
TXN006942,South,Suburban,51.33,13,Express,0.06,263.62,Electronics,CUST02666,WH004,Delayed,2023-04-05,2022-11-08,UPS,22.37,19.58,False,True,South
TXN006943,Central,Rural,42.66,1,Same Day,0.14,515.79,Electronics,CUST02851,WH038,Returned,2022-01-24,2022-04-26,DHL,36.63,8.41,True,True,South
TXN006944,North,Suburban,32.58,9,Same Day,0.05,448.0,Home,CUST00997,WH024,Delayed,2023-10-07,2023-04-20,Local,31.65,10.28,False,False,South
TXN006945,East,Rural,97.46,9,Standard,0.11,281.29,Books,CUST01711,WH008,Delivered,2023-05-18,2022-08-21,DHL,44.32,12.07,True,False,North
TXN006946,East,Rural,51.45,9,Express,0.09,470.46,Electronics,CUST00471,WH028,Delayed,2023-08-26,2023-02-08,DHL,38.73,15.22,False,True,South
TXN006947,West,Rural,30.35,13,Standard,0.1,30.84,Home,CUST01829,WH011,Delivered,2022-02-12,2022-10-06,FedEx,39.13,1.25,False,True,East
TXN006948,North,Suburban,87.39,7,Same Day,0.14,892.73,Clothing,CUST01881,WH007,Delayed,2023-08-03,2023-11-19,Local,40.94,7.1,True,False,North
TXN006949,North,Suburban,86.1,2,Express,0.07,79.16,Electronics,CUST01333,WH032,Delivered,2022-09-02,2022-11-13,UPS,12.9,16.27,False,True,West
TXN006950,West,Suburban,17.44,6,Standard,0.12,917.45,Electronics,CUST01532,WH002,Returned,2022-09-09,2022-11-13,DHL,18.62,13.34,True,False,North
TXN006951,South,Rural,97.1,11,Standard,0.08,603.36,Books,CUST00051,WH027,Returned,2023-10-10,2023-06-01,FedEx,18.66,10.66,True,True,South
TXN006952,South,Suburban,67.1,5,Standard,0.05,456.83,Electronics,CUST01217,WH045,Delivered,2022-10-14,2023-10-18,Local,11.33,3.47,False,True,East
TXN006953,Central,Rural,64.6,11,Standard,0.11,86.96,Clothing,CUST00620,WH032,Delayed,2023-11-25,2023-05-27,UPS,32.49,17.73,False,True,East
TXN006954,West,Urban,61.3,9,Same Day,0.07,808.16,Home,CUST00283,WH033,Returned,2023-02-11,2022-06-07,UPS,10.91,10.92,True,True,East
TXN006955,West,Urban,52.6,1,Express,0.07,333.18,Home,CUST00622,WH042,Delayed,2023-02-01,2023-11-03,DHL,23.17,13.92,True,True,West
TXN006956,12/05/2023,Suburban,33.75,14,Same Day,0.12,697.93,Clothing,CUST02785,WH032,Returned,2023-02-05,2023-04-14,Local,23.0,10.5,False,False,North
TXN006957,North,Suburban,12.25,6,Same Day,0.08,429.76,Home,CUST02438,WH050,Delivered,2023-02-02,2022-04-19,Local,46.85,3.44,False,True,North
TXN006958,South,Urban,25.72,5,Standard,0.06,969.08,Books,CUST01491,WH006,Delivered,2022-05-30,2022-04-28,UPS,25.67,1.34,False,False,West
TXN006959,Central,Rural,1.8,3,Same Day,0.05,643.28,Home,CUST00326,WH039,Delayed,2023-07-02,2023-12-30,DHL,12.57,19.85,False,True,East
,West,Urban,88.76,7,Standard,0.11,511.87,Electronics,CUST01084,WH021,Returned,2023-05-10,2022-11-29,DHL,21.91,18.67,False,True,South
TXN006961,Central,Suburban,76.03,11,Same Day,0.1,421.16,Books,CUST01743,WH009,Delayed,2022-05-16,2022-08-04,Local,49.1,12.82,True,False,North
TXN006962,East,Suburban,43.66,11,Standard,0.07,161.48,Electronics,CUST00808,WH034,Delivered,2023-08-12,2023-11-11,Local,38.42,13.25,False,False,North
TXN006963,West,Urban,73.84,2,Same Day,0.13,448.58,Home,CUST00041,WH039,Returned,2022-04-16,2023-07-29,Local,35.5,1.66,False,False,East
TXN006964,Central,Rural,56.86,9,Express,0.08,480.92,Clothing,CUST01134,WH045,Returned,2023-05-15,2023-03-27,FedEx,33.05,16.85,False,False,North
TXN006965,South,Rural,68.93,14,Express,0.07,444.75,Books,CUST00682,WH050,Returned,2023-08-02,2022-09-06,UPS,49.43,3.43,False,True,West
TXN006966,South,Rural,63.11,5,Express,0.15,994.67,Home,CUST01127,WH017,Delivered,2023-10-10,2022-01-28,UPS,30.08,8.36,False,False,West
TXN006967,East,Urban,90.9,9,Same Day,0.08,113.14,Home,CUST02433,WH041,Delivered,2022-07-15,2023-10-27,UPS,27.93,9.76,False,False,North
TXN006968,East,Rural,2.22,3,Same Day,0.11,97.23,Clothing,CUST02046,WH006,Delivered,2023-01-28,2022-06-07,FedEx,37.09,10.93,True,True,East
TXN006969,East,Suburban,7.68,8,Same Day,0.11,464.49,Electronics,CUST01605,WH006,Delayed,2022-02-03,2022-06-15,DHL,27.81,10.97,True,False,North
TXN006970,South,Rural,55.26,10,Express,0.13,461.76,Clothing,CUST00027,WH009,Delivered,2023-03-18,2023-01-09,Local,16.49,11.81,False,False,East
TXN006971,North,Suburban,3.66,12,Standard,0.12,850.72,Home,CUST02661,WH013,Delayed,2023-02-21,2023-02-01,UPS,28.79,1.78,False,False,North
TXN006972,North,Rural,59.89,8,Same Day,0.05,255.76,Books,CUST01763,WH019,Returned,2022-12-20,2022-11-04,Local,26.95,4.61,False,True,South
TXN006973,South,Urban,37.33,13,Same Day,0.09,849.02,Clothing,CUST01184,WH045,Delayed,2022-02-12,2023-02-05,DHL,27.78,1.19,True,True,West
TXN006974,West,Rural,51.97,1,Standard,0.11,782.86,Electronics,CUST00494,WH040,Delivered,2023-07-07,2022-06-12,FedEx,31.77,4.55,True,False,South
TXN006975,Central,Urban,53.17,14,Express,0.14,450.96,Clothing,CUST02555,WH040,Delayed,2022-12-22,2022-06-29,UPS,25.0,14.08,False,True,East
TXN006976,North,Suburban,5.64,4,Same Day,0.09,343.18,Electronics,CUST00335,WH025,Delayed,2022-10-15,2023-06-25,UPS,40.27,6.44,True,True,North
TXN006977,West,Urban,11.33,4,Same Day,0.1,868.22,Electronics,CUST00044,WH023,Delivered,2022-01-15,2023-11-03,DHL,12.16,5.62,False,False,West
TXN006978,North,Suburban,46.27,9,Standard,0.15,52.0,Home,CUST02076,WH039,Delayed,2023-06-04,2023-10-24,Local,22.45,9.43,True,False,South
TXN006979,South,Rural,40.11,3,Same Day,0.13,894.62,Home,CUST00900,WH036,Delivered,2023-03-26,2023-04-13,Local,7.64,5.56,False,True,North
TXN006980,East,Rural,77.42,8,Standard,0.12,441.76,Home,CUST01893,WH009,Delivered,2023-07-29,2022-11-10,FedEx,11.73,6.02,False,True,East
TXN006981,West,Rural,39.02,7,Standard,0.14,617.97,Books,CUST01763,WH042,Delayed,2022-03-15,2023-03-19,FedEx,32.6,13.38,False,True,North
TXN006982,North,Suburban,54.31,13,Express,0.11,340.3,Books,CUST00954,WH017,Delivered,2022-03-12,2022-12-19,FedEx,42.81,18.29,False,True,East
TXN006983,West,Rural,1.65,12,Express,0.13,237.09,Books,CUST01849,WH025,Delivered,2022-06-15,2023-12-13,FedEx,46.19,11.58,False,False,South
TXN006984,West,Rural,61.12,9,Same Day,0.09,394.62,Home,CUST01590,WH012,Delayed,2023-12-27,2022-06-02,UPS,37.63,4.91,False,True,West
TXN006985,Central,Urban,2.3,4,Standard,0.06,910.18,Home,CUST00536,WH020,Delayed,2023-02-14,2022-07-07,DHL,36.06,13.63,True,True,East
TXN006986,West,Urban,70.96,7,Standard,0.12,306.61,Clothing,CUST01921,WH004,Delivered,2022-06-13,2023-09-22,UPS,45.48,1.17,True,True,East
TXN006987,Central,Suburban,92.04,2,Express,0.1,420.51,Books,CUST00482,WH025,Returned,2022-05-09,2023-10-08,UPS,31.03,8.34,False,False,North
TXN006988,South,Urban,5.71,9,Express,0.13,626.61,Books,CUST01734,WH027,Delayed,2023-01-05,2022-01-25,FedEx,14.64,4.24,True,False,South
TXN006989,Central,Suburban,40.26,1,Express,0.12,878.3,Home,CUST02619,WH008,Returned,2023-02-08,2022-11-04,Local,16.33,3.1,False,False,West
TXN006990,North,Rural,42.69,1,Same Day,0.14,311.25,Home,CUST01328,WH012,Returned,2022-07-23,2023-04-15,FedEx,43.22,4.2,False,False,North
TXN006991,Central,Suburban,35.17,5,Express,0.15,277.38,Clothing,CUST02884,WH043,Returned,2023-09-01,2022-07-26,UPS,35.55,9.4,False,True,South
TXN006992,West,Suburban,2.78,12,Express,0.11,158.27,Books,CUST00660,WH018,Delayed,2022-03-06,2022-07-15,UPS,44.1,11.82,False,True,South
TXN006993,Central,Urban,36.15,5,Express,0.14,373.17,Books,CUST01211,WH029,Returned,2023-05-28,2023-03-31,DHL,40.57,14.62,False,True,East
TXN006994,Central,Rural,19.47,2,Express,0.09,729.15,Electronics,CUST00044,WH048,Delayed,2022-05-31,2023-07-15,UPS,15.08,3.16,False,False,North
TXN006995,Central,Suburban,19.71,13,Express,0.1,175.94,Home,CUST00628,WH037,Returned,2022-02-15,2022-09-26,FedEx,10.29,11.27,False,True,South
TXN006996,South,Urban,4.06,13,Express,0.1,869.52,Home,CUST00137,WH038,Delayed,2022-10-05,2022-12-24,FedEx,7.73,19.66,False,True,West
TXN006997,Central,Suburban,13.13,2,Express,0.07,339.35,Home,CUST02758,WH047,Returned,2022-10-19,2023-06-02,Local,37.7,10.46,True,True,South
TXN006998,Central,Suburban,37.11,5,Express,0.14,654.55,Clothing,CUST01816,WH012,Returned,2023-11-05,2022-03-24,DHL,36.85,12.79,False,True,South
TXN006999,Central,Rural,52.15,7,Same Day,0.13,375.97,Clothing,CUST01901,WH027,Returned,2022-03-22,2023-01-05,UPS,20.26,5.95,False,False,North
TXN007000,West,Urban,24.89,5,Same Day,0.07,61.56,Home,CUST01930,WH009,Delivered,2022-06-14,2023-11-07,Local,33.83,2.32,False,False,South
TXN007001,Central,Suburban,91.84,5,Same Day,0.15,270.52,Books,CUST01979,WH015,Delivered,2023-12-09,2023-02-12,Local,39.27,14.46,True,False,East
TXN007002,West,Rural,46.6,2,Same Day,0.13,55.86,Clothing,CUST01205,WH035,Returned,2022-08-27,2022-04-10,UPS,17.32,5.37,True,False,East
TXN007003,Central,Urban,9.72,13,Standard,0.05,645.62,Home,CUST02295,WH018,Delivered,2022-12-15,2023-08-14,UPS,32.39,11.01,True,True,North
TXN007004,West,Urban,24.56,6,Same Day,0.06,586.0,Electronics,CUST02934,WH010,Returned,2022-10-13,2023-07-25,DHL,37.11,6.59,False,False,North
TXN007005,North,Suburban,35.85,5,Standard,0.11,260.5,Clothing,CUST01115,WH008,Returned,2023-06-05,2023-10-23,FedEx,32.29,19.37,False,False,North
TXN007006,West,Rural,72.61,11,Same Day,0.11,820.5,Books,CUST01288,WH011,Delayed,2023-09-14,2022-05-28,UPS,40.11,12.89,True,True,West
TXN007007,West,Urban,10.6,6,Same Day,0.11,400.63,Clothing,CUST02296,WH028,Returned,2023-06-03,2022-08-25,UPS,13.74,10.61,True,True,West
TXN007008,North,Rural,17.56,13,Standard,0.09,493.17,Electronics,CUST02057,WH029,Delivered,2023-07-22,2023-06-13,UPS,34.51,7.22,True,False,South
TXN007009,North,Rural,63.35,5,Standard,0.08,771.77,Electronics,CUST00549,WH019,Delivered,2023-07-09,2023-12-21,FedEx,22.83,15.39,False,True,West
TXN007010,Central,Urban,34.76,11,Same Day,0.12,482.06,Clothing,CUST01039,WH016,Returned,2022-12-30,2023-09-21,FedEx,39.86,14.02,True,True,West
TXN007011,Central,Urban,64.42,8,Express,0.13,840.98,Clothing,CUST02957,WH002,Delayed,2023-06-17,2023-01-30,DHL,41.86,3.55,False,True,North
TXN007012,North,Rural,56.9,10,Same Day,0.07,787.96,Electronics,CUST02811,WH012,Delayed,2023-05-31,2022-04-02,FedEx,17.06,16.62,False,False,West
TXN007013,East,Rural,28.24,1,Express,0.07,553.8,Electronics,CUST00176,WH036,Delivered,2022-09-25,2022-11-20,Local,40.23,19.11,False,False,West
TXN007014,South,Rural,60.18,14,Express,0.12,543.09,Electronics,CUST02350,WH009,Returned,2023-07-09,2023-10-29,FedEx,47.24,2.34,True,True,North
TXN007015,East,Suburban,68.42,9,Standard,0.11,731.23,Electronics,CUST01255,WH009,Delayed,2023-03-03,2022-09-20,Local,17.6,7.37,False,True,South
TXN007016,West,Suburban,99.35,11,Same Day,0.1,656.13,Home,CUST00799,WH013,Delayed,2022-12-06,2023-01-28,DHL,19.62,8.71,False,True,South
TXN007017,West,Suburban,23.99,5,Standard,0.06,565.5,Electronics,CUST00191,WH043,Delayed,2023-09-10,2022-01-30,UPS,6.71,1.1,False,True,North
TXN007018,Central,Rural,20.44,12,Same Day,0.11,351.77,Home,CUST01777,WH016,Delivered,2023-10-18,2023-07-25,FedEx,7.86,15.39,True,False,North
TXN007019,West,Rural,67.17,1,Express,0.06,115.66,Electronics,CUST01327,WH049,Delayed,2022-07-20,2023-10-16,FedEx,13.61,19.87,False,True,South
TXN007020,Central,Suburban,40.0,10,Express,0.13,595.09,Home,CUST01342,WH025,Delivered,2023-07-14,2023-09-03,FedEx,48.68,8.66,False,True,West
TXN007021,East,Rural,52.17,8,Express,0.09,678.41,Home,CUST00908,WH031,Returned,2022-12-15,2023-08-28,DHL,49.85,10.42,True,False,North
TXN007022,South,Rural,39.16,10,Standard,0.09,790.23,Clothing,CUST02625,WH014,Delayed,2023-12-05,2022-05-16,UPS,15.28,9.21,False,True,North
TXN007023,East,Suburban,6.66,6,Same Day,0.08,247.71,Books,CUST02312,WH013,Returned,2022-06-20,2022-10-28,FedEx,24.38,18.15,False,True,South
TXN007024,South,Urban,52.29,4,Express,0.09,220.95,Clothing,CUST02920,WH047,Delivered,2022-09-30,2023-05-16,Local,40.52,2.72,False,False,West
,West,Suburban,35.26,2,Express,0.06,685.63,Clothing,CUST02236,WH025,Delayed,2023-10-04,2023-09-03,FedEx,45.91,9.6,False,False,South
TXN007026,East,Suburban,43.92,8,Express,0.05,727.49,Electronics,CUST00292,WH020,Delayed,2023-11-28,2023-09-24,Local,25.29,15.87,True,True,East
TXN007027,North,Suburban,47.97,6,Express,0.05,592.46,Clothing,CUST01693,WH021,Delayed,2023-04-14,2023-10-02,Local,24.39,19.9,True,True,North
TXN007028,North,Rural,79.41,13,Express,0.05,332.62,Electronics,CUST02688,WH010,Delivered,2022-07-07,2023-12-31,DHL,37.42,16.21,True,False,South
TXN007029,East,Urban,98.05,10,Express,0.13,696.25,Home,CUST02286,WH018,Delivered,2022-01-11,2022-07-18,UPS,31.04,16.7,False,False,South
TXN007030,North,Suburban,87.1,5,Standard,0.1,196.2,Books,CUST02439,WH012,Returned,2023-12-31,2023-02-16,Local,49.37,1.38,True,True,South
TXN007031,South,Rural,41.95,10,Standard,0.12,516.59,Clothing,CUST01091,WH048,Delayed,2023-08-13,2022-04-06,FedEx,22.11,16.22,True,False,South
TXN007032,Central,Urban,27.66,13,Same Day,0.11,215.67,Electronics,CUST01517,WH034,Delayed,2023-03-23,2022-02-03,Local,33.33,17.5,False,True,East
TXN007033,North,Suburban,39.6,6,Standard,0.12,32.45,Clothing,CUST01806,WH006,Delayed,2023-05-04,2022-06-02,DHL,9.42,16.34,False,False,West
TXN007034,Central,Suburban,81.19,3,Express,0.09,707.46,Books,CUST02117,WH041,Returned,2023-03-17,2023-10-16,FedEx,41.07,12.84,True,True,North
TXN007035,East,Rural,79.41,3,Express,0.06,994.51,Books,CUST00140,WH027,Delivered,2022-02-12,2023-01-24,DHL,19.48,8.87,True,True,West
TXN007036,West,Suburban,78.81,3,Standard,0.07,168.1,Books,CUST02968,WH045,Delayed,2022-09-23,2023-09-17,Local,13.6,4.75,True,True,South
TXN007037,South,Urban,33.13,2,Express,0.11,370.87,Books,CUST01778,WH022,Delivered,2022-07-28,2022-01-13,FedEx,5.84,19.27,True,True,West
TXN007038,West,Suburban,51.93,3,Standard,0.06,937.54,Home,CUST02599,WH002,Returned,2023-04-01,2023-01-14,DHL,31.55,6.98,False,True,West
,North,Rural,88.32,14,Standard,0.09,369.1,Books,CUST00317,WH046,Delivered,2023-02-12,2023-05-10,UPS,35.79,7.55,False,True,East
TXN007040,East,Suburban,39.33,5,Standard,0.07,669.47,Books,CUST01300,WH013,Delayed,2023-02-19,2022-04-15,Local,8.58,6.4,False,True,South
TXN007041,South,Urban,50.72,7,Same Day,0.08,786.85,Clothing,CUST01776,WH036,Delayed,2023-01-03,2023-01-24,Local,21.01,2.4,True,False,East
TXN007042,North,Rural,43.28,5,Express,0.14,493.82,Clothing,CUST01563,WH016,Returned,2023-06-04,2022-09-24,UPS,33.87,12.4,True,False,North
TXN007043,North,Suburban,14.46,5,Same Day,0.15,910.43,Books,CUST00875,WH042,Delivered,2023-08-12,2022-08-28,UPS,7.73,17.25,False,True,South
TXN007044,East,Suburban,84.0,1,Standard,0.07,291.22,Electronics,CUST00486,WH006,Delivered,2023-11-21,2022-02-08,UPS,5.17,4.43,False,False,North
TXN007045,North,Urban,51.38,13,Standard,0.08,606.47,Clothing,CUST00258,WH034,Delivered,2023-11-01,2022-09-04,UPS,19.25,15.11,True,True,East
TXN007046,East,Urban,84.22,11,Same Day,0.09,69.33,Electronics,CUST00202,WH005,Returned,2022-08-05,2023-05-15,UPS,36.61,16.4,False,False,West
TXN007047,Central,Rural,49.71,2,Express,0.08,534.38,Clothing,CUST02218,WH009,Delivered,2022-08-30,2023-10-23,DHL,8.48,8.65,False,True,North
TXN007048,East,Rural,25.61,7,Express,0.11,390.71,Books,CUST02178,WH045,Delayed,2022-02-08,2022-03-07,FedEx,44.9,17.71,True,False,West
TXN007049,Central,Urban,4.92,14,Express,0.11,181.64,Books,CUST01476,WH019,Returned,2022-08-30,2023-07-11,UPS,12.74,13.89,False,False,North
TXN007050,West,Urban,47.71,8,Express,0.12,989.73,Clothing,CUST00308,WH005,Returned,2022-09-28,2023-03-19,FedEx,14.33,10.47,True,True,North
TXN007051,West,Rural,53.77,12,Express,0.05,821.97,Clothing,CUST00912,WH041,Returned,2022-04-03,2023-06-04,UPS,16.88,18.97,True,False,West
TXN007052,East,Rural,41.38,13,Express,0.09,928.91,Home,CUST02421,WH022,Delivered,2022-11-02,2023-10-22,UPS,40.17,15.66,True,True,North
TXN007053,North,Rural,37.83,4,Same Day,0.05,979.68,Home,CUST01285,WH042,Delivered,2023-07-07,2023-06-04,FedEx,10.89,15.34,False,True,East
TXN007054,East,Suburban,21.04,14,Same Day,0.11,942.19,Clothing,CUST00212,WH009,Delayed,2022-10-25,2022-10-09,DHL,28.1,15.12,False,False,South
TXN007055,Central,Rural,84.81,2,Same Day,0.07,618.51,Books,CUST02825,WH032,Delayed,2022-08-30,2023-10-26,Local,32.37,18.05,True,True,East
TXN007056,East,Rural,26.84,13,Express,0.13,230.07,Home,CUST02655,WH022,Delayed,2023-05-10,2023-03-24,DHL,32.51,15.46,True,False,South
TXN007057,South,Urban,66.9,14,Standard,0.1,251.13,Electronics,CUST01004,WH027,Returned,2023-05-25,2022-07-04,Local,8.48,14.61,False,True,South
TXN007058,West,Urban,93.27,13,Express,0.07,221.63,Clothing,CUST02921,WH024,Delivered,2022-02-10,2023-06-01,DHL,31.61,3.8,True,False,North
TXN007059,12/05/2023,Urban,3.69,6,Express,0.06,915.99,Clothing,CUST02121,WH013,Delayed,2022-08-03,2023-03-09,Local,18.34,17.02,True,True,South
TXN007060,West,Urban,81.46,6,Express,0.09,265.08,Electronics,CUST01555,WH003,Delivered,2022-11-02,2023-04-14,UPS,30.56,16.02,True,True,East
TXN007061,West,Urban,90.68,10,Same Day,0.09,671.31,Home,CUST02297,WH050,Delivered,2023-11-18,2023-02-26,FedEx,5.94,1.56,False,True,North
TXN007062,South,Urban,5.79,1,Standard,0.1,529.08,Clothing,CUST00184,WH042,Delivered,2023-10-18,2022-05-30,DHL,41.07,3.7,True,False,North
TXN007063,East,Rural,82.23,5,Standard,0.07,489.7,Clothing,CUST02495,WH019,Delivered,2022-12-18,2023-03-14,Local,21.42,19.22,True,True,West
TXN007064,East,Urban,44.07,11,Same Day,0.08,91.68,Home,CUST02444,WH046,Delayed,2022-03-10,2022-02-16,FedEx,13.31,6.58,True,True,West
