CustomerID,CLV,TenureMonths,AvgOrderValue,TotalOrders,RepeatRate,ReferralCount,SignupDate,LastOrderDate,CustomerSegment,Region,EmailEngagement,MobileAppUsage,SupportInteractions,SatisfactionScore,ChurnRisk,PromoUsageRate,AvgDeliveryTime,CartAbandonRate,ReviewCount
CUST00509,8725.3,21,353.78,92,0.79,19,2022-06-03,2022-12-11,VIP,West,0.58,0.34,1,1.6,0.07,0.07,9.97,0.45,30
CUST00081,8064.57,45,285.42,28,0.72,18,2022-04-26,2022-05-13,VIP,West,0.22,0.52,9,1.1,0.73,0.8,8.21,0.1,96
CUST02871,218.88,12,123.55,42,0.88,13,2023-03-02,2022-10-22,New,West,0.49,0.12,2,4.8,0.55,0.74,4.11,0.47,79
CUST00808,6909.62,9,137.55,77,0.33,7,2022-10-21,2022-10-08,New,West,0.91,0.1,4,4.5,0.49,0.77,2.37,0.05,54
CUST02906,7242.2,33,463.05,1,0.83,3,2022-03-01,2022-06-09,Returning,North,0.01,0.02,7,2.3,0.49,0.55,1.27,0.17,19
CUST00659,4087.31,35,24.77,23,0.8,1,2023-03-31,2022-06-16,Returning,South,0.63,0.11,5,1.5,0.36,0.14,8.42,0.28,18
CUST00401,951.58,57,270.17,87,0.64,16,2022-12-10,2023-10-03,VIP,South,0.02,0.95,9,3.8,0.29,0.0,1.65,0.27,85
CUST01926,6576.74,46,80.9,70,0.59,9,2022-05-27,2022-10-03,Returning,South,0.26,0.51,9,3.2,0.51,0.98,5.12,0.45,29
CUST00259,9889.84,8,107.46,52,0.45,12,2023-07-31,2022-12-13,New,East,0.53,0.71,0,2.5,0.56,0.33,5.3,0.17,9
CUST01472,12/05/2023,23,371.13,7,0.3,15,2023-06-14,2023-03-14,Returning,East,0.51,0.89,3,2.2,0.76,0.39,4.08,0.06,63
CUST00618,4934.63,10,126.45,36,0.82,8,2022-04-17,2022-05-10,VIP,South,0.71,0.18,2,2.4,0.15,0.02,6.73,0.29,52
CUST01441,569.5,29,115.83,74,0.75,15,2022-03-22,2022-11-06,Returning,North,0.61,0.44,4,4.1,0.7,0.91,9.27,0.29,86
CUST00219,3152.57,34,340.98,44,0.11,5,2023-09-05,2023-10-17,VIP,North,0.45,0.36,8,2.9,0.91,0.29,7.02,0.19,21
CUST02972,2606.21,16,93.81,7,0.33,4,2023-01-08,2023-05-17,New,East,0.07,0.52,2,1.3,0.71,0.93,4.49,0.24,32
CUST01214,8894.98,51,74.5,43,0.51,11,2022-02-04,2023-02-27,VIP,North,0.53,0.4,0,3.4,0.48,0.31,3.74,0.31,49
CUST02811,5813.43,54,422.93,99,0.28,0,2022-01-18,2022-03-09,Returning,South,0.61,0.47,5,4.8,0.08,0.37,7.25,0.22,92
CUST01356,7028.86,4,71.48,61,0.61,3,2023-03-14,2023-05-19,New,East,0.72,0.55,5,2.0,0.4,0.42,7.37,0.32,89
CUST01209,8964.57,5,122.11,64,0.86,12,2022-03-04,2023-11-08,Returning,South,0.01,0.08,4,1.1,0.08,0.77,6.47,0.33,45
CUST01477,1598.69,51,78.57,98,0.88,17,2022-06-26,2023-02-19,Returning,South,0.68,0.43,1,1.1,0.1,0.62,4.24,0.38,33
CUST02518,8911.95,53,118.06,71,0.46,14,2023-06-16,2023-11-05,New,North,0.1,0.33,4,1.8,0.29,0.29,8.33,0.4,38
CUST01277,9006.44,51,165.66,85,0.39,14,2022-02-14,2022-09-24,Returning,North,0.35,0.08,9,3.1,0.16,0.15,9.86,0.46,20
CUST00409,7697.37,47,283.38,69,0.48,3,2023-03-29,2022-01-27,VIP,East,0.55,0.1,0,2.3,0.45,0.46,6.87,0.4,29
CUST01670,2879.99,3,78.68,58,0.81,18,2022-03-30,2023-05-24,VIP,West,0.84,0.9,1,2.7,0.65,0.82,9.25,0.16,46
,2283.25,50,425.21,70,0.86,14,2023-11-19,2023-12-26,VIP,East,0.97,0.29,3,3.6,0.94,0.18,8.71,0.08,9
CUST00027,9346.32,36,379.53,63,0.68,7,2023-07-27,2022-10-21,New,North,0.67,0.85,3,1.3,0.33,0.03,4.4,0.22,40
CUST00671,1226.14,28,409.71,8,0.47,11,2022-06-20,2023-08-12,Returning,West,0.59,0.37,6,3.3,0.51,0.81,5.29,0.44,12
CUST00369,12/05/2023,5,470.88,82,0.57,8,2022-01-15,2023-01-24,VIP,North,0.48,0.42,4,4.2,0.53,0.49,9.91,0.26,16
CUST01018,9043.19,21,330.36,61,0.47,5,2023-06-12,2022-05-18,New,West,0.58,0.63,9,1.6,0.97,0.27,8.0,0.2,24
CUST02828,2909.1,5,122.77,49,0.79,15,2023-02-10,2022-05-14,VIP,South,0.7,0.49,8,1.8,0.11,0.86,8.16,0.14,44
CUST01824,3910.3,24,455.87,40,0.87,6,2022-08-19,2022-08-01,New,North,0.83,0.05,1,2.7,0.84,0.23,5.05,0.33,60
CUST01311,2565.77,27,234.12,16,0.31,9,2022-03-09,2023-04-28,Returning,East,0.34,0.24,8,2.0,0.68,0.78,1.55,0.31,87
CUST00604,380.08,14,88.09,53,0.79,9,2022-11-05,2023-03-05,New,East,0.66,0.99,8,2.0,0.06,0.59,6.48,0.17,96
CUST02937,2411.56,35,397.22,68,0.36,17,2022-07-11,2022-01-20,New,West,0.93,0.14,5,4.5,0.13,0.36,2.6,0.41,61
CUST00947,9181.38,7,384.02,56,0.51,5,2022-03-06,2023-11-04,Returning,North,0.84,0.01,3,4.0,0.85,0.06,5.7,0.09,45
CUST02888,7059.84,13,293.87,54,0.29,8,2022-08-09,2022-12-27,VIP,South,0.79,0.65,6,2.0,0.42,0.08,2.28,0.06,24
CUST00436,1972.65,15,221.91,4,0.78,5,2023-02-13,2022-07-24,New,North,0.83,0.32,6,1.5,0.34,0.4,9.09,0.05,1
CUST01462,8492.75,48,183.14,94,0.69,1,2023-02-09,2024-01-01,VIP,North,0.61,0.3,4,3.6,0.27,0.92,5.95,0.29,64
CUST00354,1071.65,45,256.28,62,0.36,7,2022-01-08,2022-01-22,VIP,North,0.24,0.59,6,3.1,0.49,0.59,5.74,0.22,27
CUST01883,4908.0,13,332.52,34,0.46,0,2022-08-31,2022-05-11,Returning,South,0.85,0.86,8,3.0,0.04,0.23,6.35,0.12,59
CUST00809,1009.54,27,136.37,86,0.78,12,2022-02-08,2023-08-09,New,West,0.65,0.43,3,1.2,0.65,0.93,5.86,0.41,24
CUST01324,428.9,48,104.31,30,0.43,4,2023-02-10,2023-06-20,Returning,East,0.22,0.43,0,1.0,0.25,0.83,8.28,0.39,86
CUST00984,5784.95,14,141.19,51,0.72,3,2022-07-05,2023-05-27,Returning,North,0.37,0.29,0,2.3,0.42,0.48,5.2,0.04,21
CUST01603,9567.74,31,388.53,92,0.26,6,2023-08-26,2023-11-13,New,East,0.91,0.96,8,2.2,0.95,0.49,8.82,0.34,83
CUST00610,824.13,4,371.29,73,0.35,6,2022-05-27,2023-11-08,New,North,0.27,0.03,6,2.9,0.1,0.09,3.95,0.12,62
,7151.96,5,370.73,39,0.59,1,2022-11-29,2023-09-04,New,East,0.26,0.13,1,3.8,0.87,0.42,3.23,0.21,57
CUST01861,2408.4,4,150.62,8,0.49,0,2023-04-11,2022-05-17,Returning,South,0.9,0.64,2,4.2,0.11,0.26,6.16,0.17,57
CUST01278,1794.17,16,292.42,32,0.28,7,2022-04-20,2023-05-12,Returning,South,0.85,0.95,4,2.3,0.99,0.58,5.11,0.13,56
CUST02536,8627.77,34,237.36,64,0.54,17,2023-03-18,2023-12-16,VIP,East,0.71,0.87,3,1.4,0.36,0.66,6.93,0.47,56
CUST01351,9591.27,25,245.75,26,0.42,17,2023-05-18,2023-01-20,Returning,North,0.61,0.34,8,3.5,0.5,0.65,5.14,0.37,63
CUST00706,7216.15,4,95.51,7,0.18,12,2023-12-11,2023-04-06,VIP,East,0.57,0.82,7,4.0,0.99,0.67,7.05,0.02,95
CUST02726,4018.44,2,29.91,14,0.69,3,2022-07-03,2023-05-28,VIP,East,0.36,0.95,1,4.7,0.85,0.2,2.83,0.04,37
CUST01234,9591.06,14,64.92,54,0.6,11,2022-09-24,2023-10-27,New,South,0.77,0.72,2,4.2,0.93,0.27,8.29,0.49,3
CUST01724,4296.83,36,197.57,59,0.14,4,2022-04-27,2023-03-17,Returning,South,0.09,0.88,7,2.8,0.98,0.79,9.0,0.12,54
CUST02114,359.98,25,275.04,41,0.6,0,2022-04-11,2023-06-15,New,West,0.31,0.32,3,2.6,0.84,0.4,6.61,0.4,94
CUST01684,7286.72,12,443.16,56,0.33,0,2023-11-22,2022-01-02,VIP,West,0.39,0.47,4,4.1,0.72,0.13,4.91,0.39,8
CUST02699,4856.29,17,69.06,93,0.55,17,2023-10-15,2022-07-01,VIP,West,0.47,0.49,3,4.5,0.59,0.76,5.24,0.33,8
CUST00511,2736.84,56,431.55,92,0.68,5,2022-09-24,2022-02-24,New,North,0.19,0.54,8,1.6,0.09,0.13,3.61,0.1,29
CUST02781,7891.16,34,113.91,39,0.6,11,2023-10-23,2023-11-16,VIP,East,0.71,0.71,3,1.5,0.73,0.43,4.94,0.18,61
CUST02985,1880.0,17,436.81,39,0.12,18,2022-01-15,2022-06-02,VIP,East,0.67,0.68,6,3.1,0.32,0.55,1.05,0.04,20
CUST01684,9942.42,29,411.55,67,0.86,5,2022-02-24,2022-04-15,New,West,0.41,0.99,3,4.3,0.88,0.72,1.35,0.3,36
CUST01725,1344.01,19,398.42,51,0.28,2,2023-06-01,2023-11-09,Returning,North,0.88,0.67,2,2.1,0.57,0.84,3.27,0.05,69
CUST00631,4266.61,2,107.5,10,0.41,14,2023-06-13,2023-01-08,Returning,North,0.32,0.68,6,3.9,0.49,0.59,8.6,0.3,50
CUST01976,8323.31,25,412.44,79,0.39,7,2022-04-17,2022-10-09,VIP,North,0.1,0.03,2,1.7,0.7,0.51,8.24,0.45,17
CUST00570,5929.77,30,123.59,16,0.2,15,2022-06-06,2023-09-12,New,South,0.22,0.04,8,2.0,0.98,0.53,7.79,0.2,31
CUST02345,2785.67,17,32.53,34,0.42,9,2022-09-09,2022-07-29,New,West,0.03,0.86,7,4.8,0.84,0.23,1.09,0.14,53
CUST00902,5612.88,27,63.65,85,0.44,16,2022-01-08,2023-07-18,Returning,East,0.0,0.64,0,2.3,0.44,0.36,3.83,0.22,11
CUST00074,5470.2,50,411.73,68,0.6,15,2023-08-21,2022-05-28,Returning,East,0.11,0.07,7,3.9,0.12,0.36,9.9,0.19,52
CUST00427,1207.81,47,57.51,83,0.65,16,2023-08-26,2023-07-10,Returning,East,0.63,0.74,0,4.5,0.44,0.08,1.56,0.2,79
CUST00638,1611.8,56,305.88,4,0.19,4,2022-04-12,2023-12-27,VIP,North,0.02,0.57,5,2.5,0.63,0.09,3.16,0.1,93
CUST02509,7745.68,48,70.99,51,0.17,8,2022-11-02,2022-05-02,Returning,East,0.19,0.84,6,3.7,0.37,0.06,2.29,0.41,67
CUST00795,1863.9,24,61.14,3,0.15,13,2022-05-02,2022-04-22,Returning,West,0.8,0.67,1,2.2,0.26,0.25,7.89,0.28,80
CUST00723,1144.56,51,134.74,39,0.37,14,2022-02-07,2022-08-04,VIP,North,0.81,0.03,3,1.8,0.44,0.54,2.12,0.17,57
CUST01401,9713.12,8,186.9,69,0.69,6,2023-04-17,2023-05-17,VIP,East,0.47,0.29,7,4.0,0.2,0.71,4.05,0.31,49
CUST02055,904.59,49,184.4,9,0.54,4,2022-10-10,2022-01-07,VIP,South,0.88,0.08,2,2.6,0.5,0.08,9.66,0.39,53
CUST01360,4974.38,16,320.5,68,0.16,9,2023-03-10,2022-04-28,New,East,0.03,0.69,4,2.9,0.49,0.05,3.03,0.41,0
CUST01267,9449.17,43,353.14,59,0.19,13,2022-04-21,2022-12-26,New,South,0.87,0.65,5,2.3,0.19,0.43,3.3,0.23,51
CUST01281,8710.51,33,188.71,67,0.31,11,2022-03-22,2023-04-15,New,West,0.55,0.99,6,3.0,0.5,0.1,4.75,0.14,55
CUST02208,842.82,56,392.83,59,0.43,17,2023-12-15,2022-03-05,VIP,South,0.11,0.88,2,3.7,0.53,0.18,2.72,0.41,45
CUST00015,4821.65,24,247.68,14,0.48,9,2023-07-01,2023-08-23,Returning,South,0.31,0.33,6,4.1,0.69,0.28,8.53,0.45,93
CUST01249,9515.24,58,116.06,33,0.64,9,2023-08-25,2022-07-14,New,West,0.61,0.33,1,3.6,0.38,0.28,3.08,0.33,62
CUST01435,7067.15,49,327.58,17,0.87,8,2022-02-01,2023-05-08,New,East,0.03,0.47,0,1.9,0.51,0.69,1.99,0.16,45
CUST02740,3526.55,18,365.11,19,0.71,6,2022-04-12,2022-08-17,New,East,0.53,0.09,7,3.5,0.73,0.26,7.81,0.48,93
CUST01652,9155.27,56,317.21,62,0.9,18,2023-07-27,2023-10-17,New,East,0.62,0.18,2,1.7,0.73,0.53,9.85,0.35,72
CUST00284,5147.0,23,100.54,51,0.24,13,2022-05-21,2023-06-02,VIP,East,0.8,0.33,9,1.4,0.48,0.71,6.59,0.43,80
CUST00200,9974.14,2,431.71,38,0.35,6,2023-08-16,2023-02-25,New,West,0.72,0.96,6,3.0,0.68,0.94,8.59,0.12,18
CUST02024,5148.39,24,130.97,43,0.42,13,2022-02-27,2022-02-03,VIP,East,0.28,0.27,9,1.9,0.85,0.31,1.99,0.24,19
CUST00561,8501.49,48,269.69,14,0.31,3,2023-12-17,2023-04-12,Returning,West,0.37,0.37,4,4.9,0.6,0.85,7.02,0.04,23
CUST01822,9972.58,41,31.54,69,0.62,17,2023-10-17,2023-04-30,New,West,0.75,0.19,6,4.3,0.22,0.74,1.49,0.23,53
CUST01590,6477.57,20,37.79,88,0.39,0,2023-11-07,2023-07-19,New,North,0.48,0.79,7,4.5,0.63,0.91,5.57,0.27,4
CUST02138,782.59,16,310.53,21,0.68,0,2022-07-23,2023-09-03,New,North,0.24,0.08,5,1.4,0.68,0.5,2.67,0.07,10
,3397.65,20,293.65,2,0.24,13,2022-04-09,2023-10-14,Returning,West,0.59,0.52,3,3.5,0.49,0.81,9.19,0.19,42
CUST00308,4774.65,29,476.45,53,0.88,7,2023-07-16,2022-08-22,VIP,North,0.19,0.54,2,3.1,0.5,0.68,9.42,0.38,35
CUST00522,1566.56,20,458.11,19,0.74,3,2023-02-19,2023-02-17,VIP,East,0.72,0.46,3,1.4,0.28,0.83,3.88,0.21,54
CUST01423,12/05/2023,18,210.85,72,0.74,6,2022-06-29,2022-07-01,Returning,West,0.26,0.66,0,4.5,0.91,0.75,2.91,0.06,25
CUST00096,7062.22,55,55.39,14,0.89,12,2023-09-05,2022-12-20,New,East,0.59,0.26,8,1.6,0.82,0.5,3.37,0.2,48
CUST00003,9472.21,18,94.6,16,0.3,19,2022-06-07,2023-10-02,New,West,0.56,0.71,2,3.8,0.61,0.91,8.94,0.46,35
CUST01729,8053.69,23,151.73,5,0.62,16,2022-07-18,2023-10-16,New,East,0.41,0.42,3,1.6,0.32,0.53,2.55,0.44,62
CUST00360,12/05/2023,8,185.95,71,0.27,4,2023-05-24,2023-03-14,Returning,North,0.53,0.13,9,3.9,0.74,0.3,5.98,0.42,78
CUST01872,321.09,41,404.65,32,0.14,14,2022-05-27,2023-04-10,New,West,0.84,0.55,5,2.9,0.43,0.37,5.99,0.04,37
CUST02999,246.39,29,352.53,87,0.16,16,2022-10-06,2023-03-21,New,East,0.96,0.19,5,1.4,0.49,0.6,6.67,0.01,91
,1909.61,1,240.81,96,0.16,7,2023-08-11,2023-01-05,New,South,0.15,0.99,3,4.1,0.6,0.12,6.07,0.06,60
CUST02322,6793.16,41,123.12,50,0.68,3,2023-07-25,2022-09-28,VIP,East,0.05,0.75,1,3.5,0.42,0.28,1.98,0.32,3
CUST01773,7202.52,45,219.59,79,0.36,6,2023-06-28,2023-11-27,New,West,0.83,0.9,9,1.4,0.08,0.25,2.29,0.24,21
,7243.1,58,461.62,18,0.33,17,2022-08-01,2023-07-05,Returning,North,0.19,0.09,7,2.1,0.64,0.61,4.07,0.28,31
CUST00230,2241.9,48,136.92,89,0.63,15,2022-02-21,2022-06-27,New,South,0.17,0.09,3,2.1,0.02,0.81,3.06,0.14,84
CUST02669,7130.81,44,498.82,53,0.4,16,2022-12-16,2023-02-27,New,North,0.33,0.38,3,3.7,0.55,0.52,8.03,0.08,6
CUST02647,12/05/2023,59,82.4,42,0.48,13,2022-05-27,2023-12-21,VIP,West,0.09,0.56,9,1.7,0.78,0.34,3.62,0.06,79
CUST02193,2552.52,51,156.95,68,0.11,0,2023-11-25,2023-03-14,Returning,West,0.18,0.2,2,2.9,0.01,0.13,3.96,0.4,50
CUST00635,1301.12,34,51.29,19,0.65,12,2023-05-24,2023-07-30,New,West,0.01,0.79,2,1.6,0.11,0.96,9.61,0.42,69
CUST01657,2521.74,21,41.39,76,0.63,11,2023-01-05,2022-07-17,Returning,East,0.73,0.77,3,3.7,0.81,0.48,9.01,0.4,44
CUST00577,5684.21,12,154.71,19,0.12,2,2023-06-11,2022-03-29,New,East,0.67,0.3,1,4.7,0.27,0.21,3.54,0.16,57
CUST02775,2433.04,32,347.89,83,0.28,9,2023-01-01,2022-08-28,VIP,North,0.87,0.77,2,4.1,0.9,0.96,9.71,0.0,47
CUST00507,7329.62,35,296.15,53,0.12,6,2023-03-29,2023-07-25,Returning,East,0.93,0.58,2,3.2,0.72,0.66,2.07,0.44,92
CUST01508,9594.72,3,36.71,83,0.22,7,2023-04-21,2022-10-02,Returning,West,0.36,0.37,8,2.5,0.89,0.74,5.64,0.09,52
CUST01968,8109.0,19,463.44,79,0.31,16,2022-11-01,2023-08-17,VIP,West,0.9,0.37,5,3.7,0.8,0.69,8.7,0.13,45
CUST01206,6898.94,24,367.61,14,0.37,8,2023-12-15,2022-09-04,VIP,South,0.46,0.53,5,1.9,0.28,0.88,9.37,0.5,1
CUST00910,2063.29,45,73.89,87,0.4,11,2022-10-24,2022-12-15,VIP,East,0.31,0.19,4,3.7,0.37,0.46,8.61,0.12,54
CUST01884,555.27,34,477.04,42,0.47,5,2022-05-22,2023-04-09,New,West,0.77,0.53,3,3.3,0.37,0.61,4.65,0.4,5
CUST01974,8616.0,43,161.66,23,0.88,1,2023-01-10,2023-07-01,VIP,North,0.67,0.72,0,3.7,1.0,0.86,2.96,0.19,37
CUST00810,628.65,31,248.54,64,0.16,8,2023-08-30,2022-04-11,VIP,North,0.04,0.67,8,3.9,0.32,0.1,3.92,0.04,57
CUST02284,5946.79,36,279.34,66,0.89,4,2023-01-07,2022-10-17,Returning,East,0.45,0.87,1,1.5,0.32,0.26,8.67,0.4,92
CUST02326,9840.43,19,330.14,50,0.37,11,2023-11-07,2023-01-01,New,South,0.9,0.84,2,3.4,0.36,0.94,3.1,0.47,67
CUST01009,6305.96,26,346.03,27,0.26,4,2023-01-10,2022-11-12,New,North,0.85,0.28,5,2.6,0.35,0.38,1.86,0.47,21
CUST00420,3228.11,32,63.9,29,0.52,0,2023-08-29,2022-03-27,Returning,North,0.32,0.02,5,1.1,0.2,0.75,7.49,0.34,72
CUST01554,6088.06,2,369.8,69,0.72,18,2022-10-29,2022-07-24,New,North,0.16,0.96,5,4.0,0.8,0.49,9.73,0.33,24
CUST01311,5621.24,44,394.4,99,0.52,8,2023-11-03,2022-10-25,Returning,East,0.32,0.74,9,1.6,0.55,0.17,2.37,0.01,77
CUST02327,9336.24,26,313.35,79,0.15,17,2022-03-24,2023-09-24,Returning,South,0.73,0.73,1,3.6,0.25,0.06,9.46,0.14,0
CUST02980,7426.89,29,81.0,63,0.27,5,2022-06-11,2022-06-13,VIP,North,0.5,0.64,1,2.2,0.43,0.27,7.85,0.23,82
CUST01195,1192.84,41,231.19,61,0.38,11,2022-01-09,2022-12-12,New,North,0.46,0.46,2,1.9,0.61,0.35,3.99,0.24,31
CUST02592,3469.64,20,173.83,72,0.22,14,2023-09-20,2023-04-14,VIP,South,0.76,0.32,0,5.0,0.35,0.38,7.0,0.27,27
CUST00978,9783.83,10,265.85,68,0.1,11,2022-03-06,2023-12-24,New,North,0.14,0.64,7,2.2,0.63,0.54,6.97,0.48,2
CUST00003,5280.1,53,325.67,11,0.16,8,2023-10-06,2023-03-10,New,North,0.73,0.28,9,3.0,0.17,0.41,6.35,0.12,76
CUST02201,5850.23,21,275.33,18,0.87,14,2023-04-01,2023-05-05,VIP,South,0.71,0.25,9,3.5,0.75,0.62,3.35,0.4,16
CUST00431,8658.51,46,457.38,62,0.18,2,2023-09-15,2022-01-10,Returning,West,0.06,0.6,8,3.1,0.09,0.23,9.91,0.29,59
CUST01927,5924.01,43,231.42,49,0.45,9,2023-11-07,2023-12-22,New,South,0.48,0.05,5,4.5,0.14,0.2,1.89,0.19,58
CUST01415,911.36,40,94.21,35,0.11,0,2022-05-27,2022-04-14,VIP,South,0.33,0.05,3,4.9,0.93,0.64,7.9,0.29,87
CUST01074,6247.66,27,416.76,42,0.75,3,2023-02-23,2023-05-30,Returning,North,0.93,0.58,2,4.1,0.9,0.48,8.02,0.19,7
CUST00065,7748.19,13,279.55,92,0.68,8,2023-04-30,2023-08-06,New,East,0.73,0.15,3,3.5,0.5,0.46,3.59,0.18,15
CUST00918,5949.31,22,309.08,90,0.69,12,2022-05-04,2022-06-20,New,North,0.88,0.73,4,3.3,0.67,0.45,4.22,0.32,89
CUST01503,5121.11,12,157.41,97,0.9,14,2023-12-04,2023-11-05,New,West,0.87,0.44,2,4.9,0.71,0.3,8.4,0.09,36
CUST02013,4158.95,49,90.83,69,0.64,1,2022-01-26,2024-01-01,Returning,West,0.81,0.93,3,2.9,0.46,0.27,1.88,0.46,69
CUST02573,5496.6,35,102.82,74,0.19,14,2023-12-09,2023-07-22,New,North,0.69,0.46,5,1.8,0.52,0.01,1.53,0.36,5
CUST01793,9623.58,40,139.9,63,0.54,19,2023-04-07,2022-06-29,VIP,East,0.19,0.73,0,3.6,0.51,0.37,2.28,0.31,62
CUST02445,3632.91,42,416.87,10,0.48,3,2022-11-20,2023-11-24,Returning,East,0.57,0.56,6,4.2,0.3,0.9,5.59,0.32,28
CUST02821,2778.99,35,455.9,32,0.21,4,2023-08-18,2023-09-03,Returning,East,0.41,0.78,8,3.1,0.65,0.69,3.18,0.47,20
CUST01043,6076.63,18,312.4,31,0.81,19,2023-12-27,2023-07-20,VIP,South,0.67,0.91,8,1.3,0.83,0.68,1.73,0.41,53
CUST02587,12/05/2023,23,365.08,20,0.12,17,2022-11-28,2023-11-19,New,West,0.22,0.57,3,2.4,0.63,0.61,2.63,0.14,2
CUST01434,4723.69,52,61.94,97,0.23,4,2022-11-04,2023-01-10,New,East,0.04,0.83,2,4.7,0.97,0.37,9.01,0.16,23
CUST02172,2938.19,15,136.41,30,0.78,8,2022-07-04,2023-01-11,New,North,0.8,0.99,6,4.4,0.77,0.08,4.04,0.07,74
CUST01942,2935.77,14,496.76,91,0.72,4,2023-10-31,2023-01-13,VIP,North,0.42,0.65,2,2.8,0.44,0.71,1.61,0.48,1
CUST01189,3809.82,26,89.96,61,0.45,2,2023-05-04,2023-11-24,Returning,North,0.96,0.99,5,2.2,0.63,0.26,3.88,0.34,4
CUST00414,2262.73,8,49.41,38,0.75,5,2023-06-28,2022-03-21,New,West,0.14,0.41,2,4.8,0.55,0.78,6.69,0.22,54
CUST00822,3173.75,27,200.4,22,0.63,9,2022-10-10,2022-03-17,New,South,0.33,0.19,4,3.3,0.08,0.39,8.5,0.28,81
CUST02715,12/05/2023,9,478.28,6,0.38,1,2022-04-11,2022-03-22,Returning,South,0.34,0.35,8,4.8,0.44,0.02,9.97,0.13,82
CUST01136,4288.62,30,352.74,95,0.62,11,2022-03-28,2023-08-06,Returning,West,0.68,0.25,4,2.8,0.27,0.11,4.4,0.42,4
CUST02918,9356.48,18,372.41,15,0.73,9,2023-01-05,2022-02-12,Returning,West,0.43,0.17,9,4.2,0.18,0.15,2.89,0.11,35
CUST00844,8256.18,16,251.24,48,0.72,16,2022-09-29,2022-09-11,New,South,0.66,0.43,6,2.5,0.85,0.04,7.9,0.23,42
CUST02876,5085.54,23,474.35,73,0.89,0,2022-05-21,2022-08-04,New,West,0.53,0.01,2,1.5,0.17,0.17,9.79,0.35,8
CUST01519,4852.16,9,295.99,34,0.54,3,2022-10-07,2023-08-31,Returning,North,0.29,0.14,2,3.9,0.04,0.17,8.83,0.25,52
CUST00423,1872.81,17,484.3,88,0.11,18,2023-11-20,2023-05-18,VIP,South,0.43,0.79,9,3.1,0.52,0.65,2.5,0.24,32
CUST01936,2462.55,13,434.45,10,0.28,3,2023-06-11,2022-11-28,VIP,East,0.82,0.36,6,4.6,0.05,0.74,1.94,0.21,47
CUST00103,12/05/2023,12,108.1,20,0.37,17,2023-07-04,2023-12-07,New,East,0.27,0.94,5,2.1,0.83,0.89,9.08,0.18,34
CUST00330,3992.04,12,253.87,23,0.43,14,2023-07-19,2023-06-22,Returning,North,0.74,0.04,0,1.1,0.81,0.92,2.34,0.13,68
CUST00038,3334.31,42,428.99,10,0.9,13,2022-10-30,2022-07-05,Returning,West,0.17,0.2,2,3.0,0.85,0.32,4.28,0.09,99
CUST00993,227.57,56,291.72,87,0.35,19,2022-10-01,2022-04-08,Returning,East,0.7,0.85,6,2.9,0.28,0.99,9.3,0.01,69
CUST02012,1856.78,39,27.0,85,0.25,1,2023-04-17,2023-05-21,VIP,South,0.11,0.65,9,1.8,0.02,0.46,2.52,0.4,50
,3159.96,27,385.04,17,0.1,6,2023-07-08,2023-01-02,VIP,North,0.11,0.57,3,4.9,0.52,0.46,7.27,0.12,5
CUST02599,5402.54,44,54.57,50,0.6,19,2022-10-27,2023-06-14,Returning,North,0.94,0.97,2,1.3,0.46,0.54,7.07,0.21,11
CUST02174,7284.08,59,453.17,88,0.26,0,2023-05-27,2023-05-21,Returning,North,0.99,0.88,9,4.3,0.09,0.1,7.53,0.03,54
CUST02484,2492.97,33,108.64,73,0.73,10,2022-01-01,2023-03-10,VIP,South,0.45,0.63,8,1.3,0.89,0.31,8.04,0.28,66
CUST01341,7015.67,20,306.28,47,0.87,5,2022-11-05,2022-06-13,New,North,0.83,0.16,1,1.6,0.18,0.31,1.37,0.12,25
CUST01638,909.88,34,223.04,90,0.3,13,2022-04-06,2022-07-15,VIP,North,0.09,0.05,9,3.1,0.51,0.56,3.52,0.36,23
CUST00642,8992.91,13,72.24,75,0.47,3,2022-05-09,2022-11-22,New,South,0.77,1.0,2,2.3,0.57,0.81,6.61,0.15,77
CUST02122,2467.8,29,316.11,84,0.3,0,2022-08-10,2022-03-24,New,South,0.44,0.78,0,4.4,0.62,0.22,7.19,0.3,65
CUST01383,1448.21,1,336.53,22,0.35,17,2022-04-07,2022-07-25,VIP,East,0.33,0.51,6,4.4,0.09,0.83,3.99,0.05,58
CUST00110,7164.66,9,65.99,46,0.57,13,2023-04-26,2022-09-11,VIP,East,0.59,0.34,5,2.8,0.91,0.22,4.66,0.31,39
CUST01512,9159.2,55,342.74,4,0.4,0,2022-06-12,2023-12-11,Returning,North,0.74,0.58,7,1.2,0.35,0.68,4.11,0.33,44
CUST02850,5964.43,27,192.37,88,0.56,14,2023-06-05,2022-09-19,New,West,0.57,0.49,9,3.4,0.31,0.01,1.79,0.48,10
CUST02627,7111.93,12,213.55,71,0.2,10,2022-06-24,2022-09-06,Returning,North,0.54,0.99,2,1.3,0.74,0.81,4.23,0.27,83
CUST00093,9234.53,14,36.73,65,0.84,9,2023-09-04,2022-06-01,Returning,North,0.9,0.31,2,1.7,0.27,0.05,5.1,0.42,91
CUST02665,4137.61,30,339.77,56,0.16,7,2022-04-09,2022-03-22,VIP,South,0.59,0.29,2,2.1,0.77,0.94,5.94,0.12,73
CUST02515,4978.52,57,62.88,47,0.79,12,2022-03-07,2022-12-02,Returning,West,0.81,0.02,3,1.8,0.59,0.42,4.17,0.13,87
