ReturnID,OrderID,ProductID,CustomerID,ReturnDate,OrderDate,ReturnReason,RefundAmount,ProductCategory,Region,IsDefective,QualityScore,ReturnWindowDays,RestockingFee,ReturnApproved,CustomerSatisfaction,SupportInteractionCount,ReturnProcessingTime,Courier,ReturnType
RET008414,ORD008414,PROD0559,CUST00344,2022-04-01,2022-01-21,Late Delivery,229.31,Electronics,East,0,2.9,15,40.44,1,2.5,4,4,FedEx,Partial
RET008415,ORD008415,PROD0730,CUST01948,2022-10-07,2023-05-09,Late Delivery,165.56,Electronics,West,1,4.8,25,42.72,0,3.2,9,6,DHL,Partial
RET008416,ORD008416,PROD0932,CUST02358,2022-07-14,2023-06-11,Defective,783.8,Home,East,1,3.1,26,12.81,1,2.5,0,3,Local,Partial
RET008417,ORD008417,PROD0689,CUST00180,2023-09-27,2023-05-20,Late Delivery,672.88,Books,West,0,3.3,10,38.67,0,4.9,6,2,DHL,Full
RET008418,ORD008418,PROD0772,CUST00965,2022-08-22,2022-03-02,Changed Mind,929.52,Clothing,West,0,3.4,7,12.95,0,3.3,1,12,UPS,Full
RET008419,ORD008419,PROD0158,CUST00454,2022-12-05,2023-11-26,Wrong Item,878.93,Electronics,South,0,1.4,27,7.86,0,1.0,0,7,FedEx,Full
RET008420,ORD008420,PROD0392,CUST01836,2023-04-17,2022-06-01,Defective,996.67,Clothing,West,0,3.6,14,14.76,1,4.2,5,3,Local,Full
RET008421,ORD008421,PROD0111,CUST01745,2023-02-04,2023-04-15,Changed Mind,816.65,Home,North,0,4.2,9,30.08,1,1.6,6,9,UPS,Full
RET008422,ORD008422,PROD0429,CUST00135,2022-04-09,2023-04-02,Defective,667.83,Home,South,0,2.1,10,3.66,1,1.8,9,10,FedEx,Partial
RET008423,ORD008423,PROD0560,CUST01491,2022-01-08,2023-08-11,Defective,418.02,Home,South,1,2.8,27,7.08,0,1.1,8,10,FedEx,Partial
RET008424,ORD008424,PROD0741,CUST01699,2023-02-10,2023-06-20,Wrong Item,236.64,Home,North,1,4.6,21,1.3,1,3.4,9,14,FedEx,Full
RET008425,ORD008425,PROD0999,CUST01924,2022-06-20,2022-01-17,Changed Mind,793.44,Clothing,East,0,3.3,15,3.88,0,4.6,5,12,Local,Full
RET008426,ORD008426,PROD0405,CUST02278,2023-08-09,2022-06-02,Late Delivery,491.89,Books,West,0,3.9,21,37.7,0,3.7,0,6,UPS,Partial
RET008427,ORD008427,PROD0163,CUST02379,2022-06-17,2023-01-17,Late Delivery,543.94,Electronics,North,1,1.6,29,16.02,0,1.7,8,12,Local,Partial
RET008428,ORD008428,PROD0351,CUST02377,2022-11-09,2022-02-01,Changed Mind,702.12,Books,North,0,3.3,7,36.64,1,4.5,3,8,UPS,Partial
RET008429,ORD008429,PROD0118,CUST02590,2022-01-11,2023-04-27,Defective,206.83,Electronics,East,1,4.5,8,45.27,1,3.1,8,10,UPS,Partial
RET008430,ORD008430,PROD0747,CUST01865,2023-02-18,2022-10-04,Wrong Item,854.87,Clothing,North,1,3.8,14,9.92,0,4.8,6,13,UPS,Full
RET008431,ORD008431,PROD0833,CUST01059,2023-10-27,2023-05-25,Late Delivery,763.76,Clothing,East,1,2.5,28,11.08,0,2.4,8,9,UPS,Partial
RET008432,ORD008432,PROD0037,CUST01063,2022-02-11,2023-10-03,Wrong Item,718.67,Home,East,0,2.4,25,30.61,0,2.9,7,14,UPS,Full
RET008433,ORD008433,PROD0379,CUST01394,2023-09-19,2023-03-13,Defective,998.71,Clothing,North,0,4.9,14,13.61,1,1.0,0,1,Local,Partial
RET008434,ORD008434,PROD0276,CUST01961,2023-11-03,2022-02-04,Wrong Item,323.94,Clothing,West,1,1.1,26,29.34,0,3.7,8,5,DHL,Full
RET008435,ORD008435,PROD0574,CUST00002,2023-08-21,2023-01-14,Defective,814.98,Electronics,East,1,3.4,16,32.71,1,1.2,7,8,DHL,Full
RET008436,ORD008436,PROD0988,CUST01921,2023-09-01,2023-01-01,Late Delivery,938.07,Clothing,South,1,3.0,7,2.0,0,1.0,3,12,UPS,Full
RET008437,ORD008437,PROD0874,CUST02295,2023-04-11,2023-10-12,Changed Mind,82.02,Clothing,West,1,2.5,23,44.93,0,4.8,0,5,DHL,Partial
RET008438,ORD008438,PROD0745,CUST02823,2022-06-06,2022-06-14,Late Delivery,936.32,Books,North,1,4.0,23,42.78,0,4.4,8,5,Local,Full
RET008439,ORD008439,PROD0503,CUST02385,2022-12-13,2023-02-09,Defective,479.3,Books,West,0,3.9,10,6.79,1,2.4,3,2,FedEx,Full
RET008440,ORD008440,PROD0051,CUST01462,2022-08-03,2023-04-19,Late Delivery,875.99,Electronics,East,0,1.1,22,45.35,1,2.4,8,5,UPS,Full
RET008441,ORD008441,PROD0458,CUST01435,2023-03-29,2023-09-09,Wrong Item,471.15,Electronics,South,1,3.2,20,15.74,1,4.8,6,13,FedEx,Full
RET008442,ORD008442,PROD0603,CUST02639,2023-06-13,2022-03-11,Late Delivery,57.24,Books,North,1,4.5,28,38.86,0,2.8,9,9,DHL,Partial
RET008443,ORD008443,PROD0820,CUST01922,2023-12-03,2022-07-26,Wrong Item,335.64,Books,North,0,1.8,28,36.62,0,2.5,0,7,DHL,Full
RET008444,ORD008444,PROD0003,CUST02985,2022-11-01,2023-02-25,Late Delivery,235.62,Electronics,North,1,1.0,8,43.34,0,1.0,9,4,Local,Partial
RET008445,ORD008445,PROD0244,CUST02925,2022-11-03,2022-09-11,Defective,928.56,Clothing,South,0,3.0,8,49.44,0,4.8,6,1,DHL,Partial
RET008446,ORD008446,PROD0508,CUST02784,2022-01-01,2023-02-15,Defective,551.6,Clothing,West,1,3.8,27,33.7,1,4.7,4,1,DHL,Full
RET008447,ORD008447,PROD0534,CUST02399,2023-01-22,2023-08-14,Wrong Item,136.55,Books,West,0,1.3,24,0.09,0,2.6,8,7,DHL,Full
RET008448,ORD008448,PROD0035,CUST02146,2022-04-16,2022-11-19,Wrong Item,959.7,Electronics,West,0,2.0,14,15.9,0,3.9,2,11,FedEx,Partial
RET008449,ORD008449,PROD0362,CUST00489,2023-07-05,2022-10-29,Late Delivery,266.41,Books,West,0,4.4,26,28.06,0,2.0,0,13,FedEx,Full
RET008450,ORD008450,PROD0750,CUST00473,2022-04-20,2022-09-25,Defective,881.8,Clothing,South,0,2.1,9,18.51,0,4.1,3,6,DHL,Full
RET008451,ORD008451,PROD0084,CUST01403,2023-02-23,2023-10-07,Defective,481.87,Books,North,0,4.6,17,44.0,1,3.9,8,5,DHL,Full
RET008452,ORD008452,PROD0721,CUST02102,2023-10-25,2022-06-27,Late Delivery,777.95,Home,South,1,2.9,23,49.35,0,4.8,1,2,Local,Full
RET008453,ORD008453,PROD0518,CUST02365,2023-03-17,2023-02-13,Defective,688.86,Clothing,East,1,4.6,16,40.47,0,3.9,6,3,UPS,Full
RET008454,ORD008454,PROD0837,CUST01964,2023-09-03,2023-04-01,Wrong Item,544.86,Clothing,South,0,2.8,13,12.28,1,1.5,7,7,UPS,Partial
RET008455,ORD008455,PROD0331,CUST02159,2022-05-30,2022-10-19,Late Delivery,598.77,Clothing,West,0,2.2,21,21.06,0,3.4,1,2,UPS,Full
RET008456,ORD008456,PROD0869,CUST00825,2023-12-23,2023-03-29,Defective,877.22,Home,East,0,4.5,9,15.43,1,3.5,9,7,UPS,Partial
RET008457,ORD008457,PROD0631,CUST00012,2023-03-05,2023-02-07,Late Delivery,274.53,Books,North,0,1.7,17,32.34,1,1.5,2,11,Local,Full
RET008458,ORD008458,PROD0896,CUST00306,2022-04-29,2022-08-18,Wrong Item,194.62,Clothing,East,1,3.2,14,31.96,1,1.3,0,7,FedEx,Partial
RET008459,ORD008459,PROD0422,CUST01500,2023-08-18,2022-11-30,Defective,149.19,Home,East,1,4.9,8,7.06,0,1.1,8,5,Local,Partial
RET008460,ORD008460,PROD0045,CUST01779,2023-12-11,2022-05-18,Defective,620.57,Books,West,1,3.9,28,28.76,0,1.8,8,9,UPS,Full
RET008461,ORD008461,PROD0992,CUST01502,2023-07-19,2023-05-26,Defective,221.31,Books,West,0,1.7,10,35.41,1,2.1,2,11,DHL,Full
RET008462,ORD008462,PROD0040,CUST01874,2022-07-26,2023-07-03,Late Delivery,805.64,Clothing,North,1,4.1,14,16.43,1,2.8,5,5,UPS,Partial
RET008463,ORD008463,PROD0131,CUST01474,2022-07-13,2022-12-30,Defective,666.41,Electronics,East,0,1.8,9,1.53,0,2.3,4,5,DHL,Full
RET008464,ORD008464,PROD0495,CUST00040,2022-03-28,2023-03-17,Wrong Item,462.39,Electronics,North,0,2.6,18,13.27,0,2.1,0,12,DHL,Full
RET008465,ORD008465,PROD0613,CUST00727,2023-07-28,2023-11-13,Late Delivery,966.23,Clothing,West,0,5.0,8,3.23,1,3.6,2,11,FedEx,Partial
RET008466,ORD008466,PROD0485,CUST00511,2023-10-05,2022-11-03,Defective,831.84,Books,East,0,1.4,13,28.3,1,1.4,3,3,UPS,Partial
RET008467,12/05/2023,PROD0987,CUST01591,2022-05-29,2022-05-05,Changed Mind,807.3,Home,North,0,2.7,28,24.81,0,2.0,7,7,UPS,Full
RET008468,ORD008468,PROD0091,CUST01058,2023-04-07,2023-09-25,Changed Mind,679.52,Home,South,1,3.1,13,32.22,0,2.8,1,1,FedEx,Partial
RET008469,ORD008469,PROD0479,CUST00169,2023-02-15,2022-11-20,Defective,684.04,Books,West,1,4.6,24,48.71,0,2.4,3,4,UPS,Full
RET008470,ORD008470,PROD0257,CUST00343,2023-05-12,2023-06-12,Wrong Item,650.48,Home,East,1,3.8,28,44.23,1,3.6,1,10,Local,Full
RET008471,ORD008471,PROD0003,CUST00400,2022-01-23,2023-07-21,Wrong Item,826.33,Clothing,South,0,1.1,25,36.29,0,3.7,2,7,FedEx,Partial
RET008472,ORD008472,PROD0675,CUST02260,2023-04-16,2023-09-15,Late Delivery,886.02,Electronics,West,1,1.3,10,49.09,1,1.7,5,13,DHL,Full
RET008473,ORD008473,PROD0133,CUST01267,2023-01-01,2023-10-25,Defective,696.67,Books,South,1,1.3,9,29.09,0,2.8,1,3,UPS,Full
RET008474,ORD008474,PROD0900,CUST00035,2022-05-27,2023-01-22,Wrong Item,913.21,Home,West,0,3.1,21,17.17,0,1.0,5,4,FedEx,Full
RET008475,ORD008475,PROD0732,CUST00382,2023-11-11,2022-07-15,Defective,576.9,Home,East,1,3.5,13,34.02,0,2.8,5,12,FedEx,Partial
RET008476,ORD008476,PROD0264,CUST01517,2022-08-05,2022-09-24,Changed Mind,160.66,Clothing,South,0,4.0,7,35.15,0,4.0,0,9,DHL,Partial
RET008477,ORD008477,PROD0037,CUST01191,2022-01-12,2022-08-10,Late Delivery,66.66,Books,West,0,2.5,22,1.14,1,2.4,6,14,FedEx,Full
RET008478,ORD008478,PROD0845,CUST00861,2023-01-19,2022-07-28,Defective,744.86,Home,North,1,1.4,15,20.68,0,2.9,9,9,Local,Partial
RET008479,ORD008479,PROD0297,CUST02388,2022-11-29,2022-07-12,Changed Mind,558.97,Home,North,0,1.1,21,10.82,0,1.2,1,6,FedEx,Full
RET008480,ORD008480,PROD0552,CUST01941,2022-06-28,2022-03-20,Wrong Item,338.22,Home,North,1,2.4,21,8.14,1,1.2,1,5,UPS,Full
,ORD008481,PROD0137,CUST01380,2023-07-30,2023-03-13,Changed Mind,485.89,Books,East,0,4.7,17,41.3,0,1.1,6,4,FedEx,Partial
RET008482,ORD008482,PROD0099,CUST00805,2022-04-17,2023-08-21,Late Delivery,386.73,Books,North,0,4.9,19,18.5,1,3.7,4,12,Local,Full
RET008483,ORD008483,PROD0425,CUST02258,2023-09-13,2022-10-29,Wrong Item,984.64,Electronics,North,0,4.1,12,24.25,1,3.3,0,8,Local,Full
RET008484,ORD008484,PROD0564,CUST00044,2023-01-07,2023-02-16,Defective,518.56,Clothing,East,1,3.0,28,33.84,1,1.6,5,13,DHL,Partial
RET008485,ORD008485,PROD0323,CUST01719,2023-10-26,2022-06-11,Wrong Item,899.38,Books,South,0,2.5,9,40.8,1,1.2,9,14,Local,Partial
RET008486,ORD008486,PROD0655,CUST00350,2023-10-06,2023-05-24,Defective,61.79,Home,East,0,3.0,13,6.47,1,1.8,3,3,DHL,Full
RET008487,ORD008487,PROD0099,CUST02869,2022-01-30,2023-01-14,Late Delivery,16.58,Home,West,0,2.6,23,21.4,1,4.2,7,13,FedEx,Full
RET008488,ORD008488,PROD0757,CUST01890,2023-04-21,2023-05-20,Changed Mind,280.76,Books,East,1,3.3,14,18.24,1,3.1,5,4,Local,Full
RET008489,ORD008489,PROD0992,CUST00805,2022-06-14,2022-09-03,Wrong Item,184.27,Electronics,South,0,3.2,24,3.38,1,2.4,8,13,FedEx,Partial
RET008490,ORD008490,PROD0058,CUST02986,2023-11-20,2022-12-11,Late Delivery,10.31,Books,South,0,2.2,26,32.08,1,4.5,4,7,DHL,Full
RET008491,ORD008491,PROD0016,CUST01102,2023-05-10,2023-12-18,Wrong Item,670.72,Clothing,South,1,3.0,14,10.63,1,4.8,9,1,FedEx,Full
RET008492,ORD008492,PROD0913,CUST00780,2023-12-12,2023-11-07,Wrong Item,805.25,Electronics,North,1,3.1,25,9.14,1,4.4,9,4,DHL,Full
RET008493,ORD008493,PROD0130,CUST01205,2022-08-11,2022-06-07,Defective,894.56,Clothing,West,0,4.9,25,49.62,0,4.8,5,6,FedEx,Full
RET008494,ORD008494,PROD0981,CUST02143,2023-04-03,2023-09-28,Changed Mind,381.35,Books,North,1,4.4,13,44.73,1,3.9,5,8,FedEx,Full
RET008495,ORD008495,PROD0011,CUST01546,2023-01-11,2022-02-10,Late Delivery,538.29,Home,East,1,3.1,18,10.62,0,4.3,6,7,DHL,Full
RET008496,ORD008496,PROD0018,CUST02172,2023-01-16,2022-10-01,Wrong Item,903.19,Electronics,West,0,3.2,11,11.13,0,1.3,3,13,DHL,Full
RET008497,ORD008497,PROD0807,CUST02945,2023-04-19,2023-11-10,Defective,532.32,Clothing,North,0,3.9,27,43.24,1,4.5,6,1,Local,Partial
RET008498,ORD008498,PROD0094,CUST01969,2022-12-26,2023-12-07,Wrong Item,122.2,Home,South,1,3.8,18,1.21,0,1.4,2,8,Local,Partial
RET008499,ORD008499,PROD0628,CUST01324,2022-06-15,2023-05-10,Changed Mind,83.89,Clothing,South,1,2.4,25,34.85,1,5.0,7,14,Local,Partial
RET008500,ORD008500,PROD0993,CUST00654,2023-07-08,2022-04-16,Defective,541.65,Books,South,0,4.8,26,23.34,0,2.4,1,8,UPS,Full
RET008501,ORD008501,PROD0304,CUST00951,2022-10-09,2023-08-08,Late Delivery,777.36,Electronics,West,0,1.9,10,3.57,0,2.8,1,6,Local,Partial
RET008502,ORD008502,PROD0447,CUST00687,2023-08-30,2022-11-12,Wrong Item,774.98,Clothing,North,1,5.0,28,37.68,1,3.3,6,2,DHL,Partial
RET008503,ORD008503,PROD0021,CUST02999,2023-02-19,2022-12-01,Wrong Item,700.87,Books,South,1,4.1,10,30.56,0,3.5,5,13,FedEx,Full
RET008504,ORD008504,PROD0811,CUST02630,2022-05-17,2023-07-20,Wrong Item,190.68,Electronics,West,0,3.6,27,0.09,1,1.3,1,10,UPS,Full
RET008505,ORD008505,PROD0883,CUST02407,2023-02-09,2023-12-23,Defective,930.49,Electronics,East,1,1.4,16,22.95,1,4.6,5,4,UPS,Full
RET008506,12/05/2023,PROD0156,CUST00230,2022-03-11,2022-12-06,Changed Mind,348.75,Clothing,East,1,3.7,17,15.07,0,3.1,8,13,DHL,Full
RET008507,ORD008507,PROD0771,CUST00708,2023-11-21,2023-04-28,Late Delivery,283.3,Electronics,West,0,1.3,24,21.42,1,1.1,1,3,Local,Full
RET008508,ORD008508,PROD0380,CUST00374,2022-07-13,2023-09-02,Late Delivery,650.88,Home,West,0,1.8,22,32.37,0,1.6,5,4,Local,Full
RET008509,ORD008509,PROD0130,CUST00367,2023-01-04,2022-10-09,Late Delivery,513.08,Clothing,West,1,3.7,16,12.84,0,4.2,5,5,UPS,Partial
RET008510,ORD008510,PROD0204,CUST01650,2022-10-25,2023-03-23,Defective,127.75,Clothing,West,1,1.1,13,27.37,1,2.0,7,1,FedEx,Full
RET008511,ORD008511,PROD0915,CUST00902,2022-04-15,2023-12-08,Wrong Item,971.61,Electronics,South,1,1.6,15,12.78,1,2.6,1,1,DHL,Partial
RET008512,ORD008512,PROD0836,CUST02183,2023-07-23,2022-08-13,Defective,17.98,Electronics,East,1,1.2,24,20.64,1,2.3,9,4,UPS,Partial
RET008513,ORD008513,PROD0017,CUST00671,2023-12-28,2023-10-07,Late Delivery,896.67,Home,West,1,4.7,23,48.01,1,1.2,5,3,UPS,Partial
RET008514,ORD008514,PROD0468,CUST01786,2023-03-31,2023-06-13,Wrong Item,770.65,Electronics,West,0,4.7,7,16.63,0,3.3,8,1,UPS,Partial
RET008515,ORD008515,PROD0648,CUST01248,2022-09-10,2022-07-08,Defective,620.17,Books,West,0,2.6,19,35.48,0,1.7,0,7,Local,Partial
RET008516,ORD008516,PROD0915,CUST00967,2022-03-04,2022-11-12,Defective,104.9,Clothing,West,0,2.9,23,8.5,0,4.3,4,5,UPS,Partial
RET008517,ORD008517,PROD0197,CUST02444,2023-10-11,2022-08-28,Wrong Item,829.53,Books,East,0,2.1,16,30.18,0,2.0,6,2,UPS,Partial
RET008518,ORD008518,PROD0158,CUST01983,2022-03-16,2022-02-11,Wrong Item,339.12,Clothing,South,0,1.1,23,36.95,0,2.3,1,9,FedEx,Full
RET008519,ORD008519,PROD0916,CUST01131,2022-11-17,2023-04-30,Late Delivery,285.78,Electronics,West,0,1.9,27,23.66,1,2.0,8,10,DHL,Partial
RET008520,ORD008520,PROD0299,CUST02602,2022-06-02,2022-03-11,Changed Mind,207.72,Books,North,1,1.9,12,43.37,0,1.0,1,13,FedEx,Partial
RET008521,ORD008521,PROD0921,CUST00300,2022-06-12,2023-05-23,Wrong Item,224.78,Clothing,West,0,3.4,14,13.53,0,1.5,0,10,Local,Full
RET008522,12/05/2023,PROD0872,CUST00140,2022-03-31,2022-05-03,Defective,593.77,Home,West,1,4.4,17,35.41,1,3.1,9,5,DHL,Full
RET008523,ORD008523,PROD0463,CUST00302,2022-10-30,2023-04-30,Wrong Item,820.21,Home,West,1,3.7,7,29.83,1,3.1,1,14,FedEx,Partial
,ORD008524,PROD0976,CUST02370,2022-01-10,2022-05-29,Changed Mind,754.16,Electronics,West,0,3.8,27,5.05,1,1.9,6,12,FedEx,Full
RET008525,ORD008525,PROD0783,CUST01267,2022-10-07,2022-01-08,Defective,53.53,Electronics,West,1,5.0,23,47.63,1,2.3,8,9,FedEx,Partial
RET008526,ORD008526,PROD0835,CUST02924,2023-03-12,2023-06-28,Late Delivery,251.64,Clothing,West,1,1.8,18,43.0,1,2.9,6,13,DHL,Full
RET008527,ORD008527,PROD0429,CUST01870,2023-04-07,2022-08-18,Late Delivery,921.58,Electronics,North,1,2.7,14,20.04,0,4.4,3,10,Local,Full
RET008528,ORD008528,PROD0398,CUST00870,2022-03-23,2023-01-30,Late Delivery,573.03,Home,South,0,3.8,13,15.77,1,2.6,1,13,Local,Full
RET008529,ORD008529,PROD0433,CUST01826,2022-12-01,2023-10-23,Changed Mind,744.37,Books,West,0,2.3,21,27.79,1,2.7,2,14,DHL,Partial
RET008530,ORD008530,PROD0590,CUST02562,2022-12-11,2023-11-06,Defective,143.23,Electronics,West,0,2.1,23,46.63,1,1.4,7,10,DHL,Full
RET008531,ORD008531,PROD0572,CUST01135,2023-03-10,2023-07-06,Defective,351.47,Clothing,East,0,4.6,12,49.96,0,4.3,2,3,DHL,Full
,ORD008532,PROD0524,CUST02336,2023-10-15,2023-09-05,Late Delivery,703.81,Electronics,East,0,3.1,12,49.97,0,4.4,8,9,DHL,Partial
RET008533,ORD008533,PROD0008,CUST02219,2022-11-17,2022-02-16,Late Delivery,484.86,Books,North,1,2.6,7,33.01,0,4.0,6,12,Local,Full
RET008534,ORD008534,PROD0764,CUST00938,2022-07-30,2023-05-29,Late Delivery,99.71,Books,South,0,1.3,10,29.62,0,2.9,8,9,Local,Full
RET008535,ORD008535,PROD0331,CUST00254,2022-10-16,2023-06-20,Wrong Item,609.39,Clothing,South,1,2.5,26,39.12,0,3.4,9,1,UPS,Partial
RET008536,ORD008536,PROD0378,CUST00249,2022-12-06,2023-07-23,Changed Mind,757.53,Electronics,South,0,2.0,10,34.02,1,3.6,7,6,Local,Full
RET008537,ORD008537,PROD0695,CUST01348,2023-08-29,2023-05-06,Late Delivery,519.3,Electronics,North,1,2.3,19,43.18,1,2.5,9,6,Local,Partial
RET008538,ORD008538,PROD0252,CUST01604,2022-10-18,2022-01-17,Defective,269.87,Home,East,0,3.0,7,21.94,0,1.8,7,8,Local,Full
RET008539,ORD008539,PROD0306,CUST01399,2023-10-24,2023-01-23,Changed Mind,86.97,Books,East,0,2.5,29,17.16,1,3.7,3,4,DHL,Full
RET008540,ORD008540,PROD0731,CUST01956,2022-02-11,2022-08-25,Wrong Item,710.21,Electronics,East,0,3.3,26,28.25,0,2.2,8,5,Local,Partial
RET008541,ORD008541,PROD0956,CUST01506,2023-09-10,2022-04-21,Late Delivery,661.4,Clothing,North,1,4.3,11,5.58,0,4.0,6,13,FedEx,Partial
RET008542,ORD008542,PROD0632,CUST01421,2023-01-16,2022-11-16,Changed Mind,60.44,Clothing,West,0,1.9,12,49.23,0,2.1,2,8,UPS,Partial
RET008543,ORD008543,PROD0726,CUST01968,2023-11-20,2024-01-01,Changed Mind,838.52,Clothing,South,0,2.4,28,38.34,1,4.8,1,2,FedEx,Partial
RET008544,ORD008544,PROD0749,CUST01975,2022-06-03,2023-05-03,Changed Mind,614.06,Electronics,North,0,3.7,22,2.49,0,2.9,6,10,Local,Partial
RET008545,ORD008545,PROD0667,CUST00919,2022-06-28,2023-08-17,Changed Mind,349.3,Electronics,South,1,3.2,14,36.79,0,3.8,0,13,Local,Partial
RET008546,ORD008546,PROD0814,CUST02866,2023-07-04,2022-07-08,Defective,898.92,Clothing,West,0,4.7,22,2.49,1,1.1,4,1,FedEx,Partial
RET008547,ORD008547,PROD0357,CUST00839,2022-06-29,2022-12-30,Late Delivery,405.58,Home,North,1,3.3,16,11.04,1,4.3,1,3,Local,Full
RET008548,ORD008548,PROD0967,CUST01462,2023-09-01,2023-09-10,Changed Mind,783.5,Home,East,1,4.8,20,12.44,1,1.2,4,3,FedEx,Full
RET008549,ORD008549,PROD0019,CUST02704,2023-10-18,2022-11-14,Defective,101.62,Electronics,North,0,1.6,16,8.32,0,2.9,5,1,Local,Full
RET008550,ORD008550,PROD0127,CUST02898,2023-11-13,2023-10-26,Defective,20.59,Home,South,0,3.6,29,8.86,1,2.2,2,13,UPS,Full
RET008551,ORD008551,PROD0499,CUST00470,2022-10-07,2022-04-22,Late Delivery,695.31,Clothing,East,0,4.6,7,20.07,1,4.5,9,1,Local,Full
RET008552,ORD008552,PROD0077,CUST00048,2022-12-04,2023-07-07,Changed Mind,419.88,Home,East,0,1.4,12,28.13,0,3.6,6,2,FedEx,Partial
RET008553,ORD008553,PROD0143,CUST00189,2022-05-03,2023-06-24,Late Delivery,888.92,Home,East,0,4.1,15,6.72,1,1.9,3,4,UPS,Partial
RET008554,ORD008554,PROD0571,CUST01641,2023-02-09,2023-10-05,Defective,732.66,Home,North,0,3.0,9,3.22,1,3.9,5,13,UPS,Full
RET008555,ORD008555,PROD0493,CUST02536,2022-06-20,2023-08-21,Defective,929.5,Books,West,1,1.3,18,11.73,0,3.2,8,9,UPS,Partial
RET008556,ORD008556,PROD0673,CUST02538,2023-11-24,2022-07-30,Changed Mind,157.22,Books,East,1,4.4,7,7.47,0,4.7,7,7,FedEx,Full
RET008557,ORD008557,PROD0651,CUST02139,2022-06-27,2022-05-23,Wrong Item,377.85,Electronics,North,1,1.7,14,23.86,1,3.3,2,2,FedEx,Partial
RET008558,ORD008558,PROD0975,CUST00129,2022-07-07,2022-07-27,Defective,59.73,Electronics,South,0,2.9,13,45.72,1,2.6,5,8,FedEx,Full
RET008559,ORD008559,PROD0325,CUST02619,2023-04-05,2023-12-04,Late Delivery,22.58,Electronics,South,0,4.1,29,46.31,0,1.6,2,9,UPS,Partial
,ORD008560,PROD0964,CUST02300,2023-01-16,2022-07-12,Late Delivery,239.61,Clothing,West,0,4.7,25,29.64,0,1.8,3,11,FedEx,Full
RET008561,ORD008561,PROD0794,CUST01171,2023-12-05,2023-09-20,Changed Mind,872.83,Clothing,West,0,2.1,15,45.3,1,4.6,7,4,FedEx,Partial
RET008562,ORD008562,PROD0232,CUST00278,2022-11-25,2023-08-08,Wrong Item,845.13,Home,South,1,3.5,14,29.22,1,1.7,5,1,FedEx,Full
RET008563,ORD008563,PROD0166,CUST00792,2023-02-12,2023-06-03,Changed Mind,215.59,Clothing,North,1,4.0,21,35.08,1,3.0,5,14,DHL,Full
RET008564,ORD008564,PROD0459,CUST00955,2023-05-29,2022-05-09,Changed Mind,111.16,Electronics,West,1,3.3,19,44.99,1,2.1,4,4,FedEx,Full
,ORD008565,PROD0402,CUST02360,2023-11-14,2023-01-26,Wrong Item,816.28,Home,North,0,3.9,9,12.12,0,4.9,3,12,FedEx,Full
RET008566,ORD008566,PROD0947,CUST01785,2023-05-12,2023-07-03,Changed Mind,826.78,Home,South,1,4.1,24,45.43,0,2.9,3,7,Local,Partial
RET008567,ORD008567,PROD0983,CUST00953,2023-10-04,2022-02-25,Defective,310.57,Books,West,1,2.0,15,29.61,0,1.4,5,3,UPS,Partial
RET008568,ORD008568,PROD0322,CUST02961,2022-09-12,2022-08-01,Late Delivery,397.56,Electronics,North,0,4.8,14,38.85,0,2.8,3,9,Local,Full
RET008569,ORD008569,PROD0191,CUST00326,2022-02-13,2022-11-14,Late Delivery,775.49,Clothing,East,0,2.1,27,45.08,1,4.2,1,8,UPS,Partial
RET008570,ORD008570,PROD0688,CUST01772,2023-06-03,2022-06-19,Wrong Item,168.03,Electronics,North,0,4.6,26,27.57,0,1.5,5,4,DHL,Partial
RET008571,ORD008571,PROD0918,CUST02150,2022-03-13,2023-01-29,Changed Mind,427.32,Home,South,1,2.4,21,32.19,1,3.6,7,4,UPS,Full
RET008572,ORD008572,PROD0155,CUST00866,2023-05-17,2023-11-01,Changed Mind,146.42,Clothing,West,0,1.9,28,34.74,1,4.3,7,12,FedEx,Partial
RET008573,ORD008573,PROD0086,CUST00661,2022-11-16,2022-03-06,Late Delivery,484.36,Books,West,0,3.0,28,18.76,0,3.3,6,9,FedEx,Partial
RET008574,ORD008574,PROD0378,CUST00665,2023-01-27,2023-11-12,Wrong Item,54.1,Clothing,East,1,1.8,11,45.08,1,1.4,8,11,Local,Partial
RET008575,ORD008575,PROD0577,CUST02087,2023-09-01,2022-01-24,Wrong Item,359.1,Home,North,0,2.1,12,15.87,0,1.6,9,7,FedEx,Partial
RET008576,ORD008576,PROD0233,CUST01438,2023-12-22,2023-11-20,Changed Mind,37.85,Electronics,West,0,3.1,25,3.73,0,2.2,3,7,DHL,Partial
RET008577,ORD008577,PROD0412,CUST01665,2023-01-07,2023-12-07,Defective,11.54,Home,East,1,1.0,25,49.87,1,3.6,8,1,FedEx,Partial
RET008578,ORD008578,PROD0456,CUST02902,2022-04-26,2023-03-29,Changed Mind,319.1,Home,East,1,4.7,17,25.26,1,3.9,7,13,UPS,Partial
RET008579,ORD008579,PROD0431,CUST01928,2022-11-22,2022-06-07,Defective,147.24,Electronics,South,0,3.8,13,40.38,1,3.9,3,8,Local,Full
RET008580,ORD008580,PROD0322,CUST00985,2022-06-29,2022-05-26,Defective,502.76,Clothing,East,1,1.3,9,23.37,0,2.4,8,11,DHL,Partial
